"ID","DESCRIPTION","STATUS","CHALLENGE"
"16444b457c1548c189b0643ff6821bc5","Observation for large aquariums to keep track of health for the fish and animals.","usable","BIONIC_RADAR"
"a51efab8933248b3a2ffc8001af79910","Observation for nursing home residents to keep track of patients and workers.","usable","BIONIC_RADAR"
"007a67e637174c57b27634cb456e25ca","the touch sensitive display can be used to create security badges for the workplace by placing them somewhere on the work uniform so when walking inside the building they can be detected to make sure everyone is doing their jobs ","usable","FABRIC_DISPLAY"
"e0696f9b88594bd0860bd70d2d9db1b6","Observe sports games or team practice to keep track of how the athletes move and diagnose problems the athletes may have or be trying to cover up.","usable","BIONIC_RADAR"
"34ab90ecdeb54f5d82165ccdd029f607","it can be used to create wrapping for shipping out products by having them use a sheet to wrap the items and label them by the specific item or having a picture of what item is inside of the package making it easier to detect and potential issues ","usable","FABRIC_DISPLAY"
"f3176bee3e7d4ee9b4d0f2d67ac2df01","Observe restaurants and keep track of waiters/waitresses and cooks to assess if they're struggling with the work.","usable","BIONIC_RADAR"
"008b478db2464221859884d69b16df59","it can be used in schools by placing them on desks so the students can have all of their needed books and class work with them` as long as they are in class without having trouble keeping track of important things needed to learn ","usable","FABRIC_DISPLAY"
"ca60e2657a1142a288d31ce385430d70","A table top game mat.  For something like Dungeons and Dragons, the terrain could be generated along with buildings and the characters avatar.","usable","FABRIC_DISPLAY"
"7f7cb346d9bc476b95fa1985b71fe9b2","A car cover that could display information to the owner about things with respect to the car, like whether it's been tampered or something happened so that the owner doesn't have to remove the cover to observe the car.","usable","FABRIC_DISPLAY"
"d383c0a0fd8047e2a0b1d99182a4170c","A projector type screen that you can hook to your phone and display media.","usable","FABRIC_DISPLAY"
"d656fda745a44e43a42bad88c0f563d2","Various articles of clothing that could be used for advertising during events.","usable","FABRIC_DISPLAY"
"5d7489a7b4364a1aac7f4915ac27b6f7","A table cloth useful for people who sell things at trade shows that display prices or details about the item laid out on the table.  It could also show demonstrations of the item in use.","usable","FABRIC_DISPLAY"
"cf50b831b0464d2ea25a75f17cfd01ed","Curtains that can display exotic scenery to the homeowner.  Alternatively is could display facing the exterior for effects on holidays like halloween or christmas.","usable","FABRIC_DISPLAY"
"cf4331e960af413ebb7e8751d1b75528","A canvas for photographers or painters to setup in a gallery to save space.","usable","FABRIC_DISPLAY"
"338a32eecceb455c8426ee9f9bb7b1f9","A backdrop that can easily change background scenery for photographers.  Similar to what you would find in school portraits or headshots for potential celebrities.","usable","FABRIC_DISPLAY"
"96f4dd2154a14c95b822b0b5ce7de662","Hats for hipsters that like to be different and end up in the same location with a bunch of other hipsters wearing PBR caps.","usable","FABRIC_DISPLAY"
"f76cdb7faff5458d85352c86d81b0a0a","Mousepads for photo editors that displays the photo on the mousepad along with the software that would work in conjunction with a stylus of some sort.","usable","FABRIC_DISPLAY"
"b43b31d88d72478e91503745287d2971","Mousepad for PC gamers that could display media, they love RGB stuff and a mousepad that shows like a fire background or something like lightning bolts across the pad would be neat.","usable","FABRIC_DISPLAY"
"dc043bbb038c48ea876bfa5c0ba53426","Animated T-shirts for children or adults that display their favorite characters.","usable","FABRIC_DISPLAY"
"47d00fcc515f4e3ba011d7f0c558fc47","A coach or sports trainer could use this to improve the performance of athletes. Analyzing athlete's patterns of movements, then comparing them against a ""preferred movement"" chart or goal to grade performance, identify weaknesses and recommend changes.","usable","BIONIC_RADAR"
"e1b50ca16f2c4a47884269b935f427de","People can locate others in a crowd when they have this object (maybe attached to a key fob?) It would identify their friends at a concert, or a date at a bar.","usable","BIONIC_RADAR"
"9fa0f1694827433085ac668dfa9891b3","Executives can use this device to locate important business colleagues at conventions and larger functions. It might slip inside their briefcase.","usable","BIONIC_RADAR"
"b7123876384149a8af1cf0e7e05b19c4","Limo drivers could put this on the dashboard of their car, or hold it in their hand. They'd use this to pick up the correct passenger/client at the airport. ","usable","BIONIC_RADAR"
"eab949fb9e1b483d9249cb595cf1767c","Mothers could use this to keep track of their child on a schoolyard, park, or playground. This could fit inside their purse or be worn on the wrist.","usable","BIONIC_RADAR"
"658a5e8cc68b4b33acee2b312c1571b5","Police and law enforcement could use this to identify criminals in a crowd. They would wear this on their belt or have it as part of their radio/communication devices. It might sit on the dash of their car, looking through and scanning the crowd ahead.","usable","BIONIC_RADAR"
"0318642b66d242e5a15f89a0f2472df5","Hang this like a piece of cloth/curtain over a window with a poor or undesirable view (adjacent building, the highway, etc.) and project any scene you want to live near. One day, you could be living in the countryside and mountains. Another day, you might be enjoying panoramic ocean views. At night, you suddenly live well above the illuminated city skyline.","usable","FABRIC_DISPLAY"
"f4d322274bf64b6ba26e8980fd0364cb","I would like to see a bed with a touch screen on it. You could adjust the way the bed moves up and down in order to be comfortable in many ways. Perhaps if the mattress needs to be cool in the summer time, there would be a control button for that.  If it needs to be warmer for the winter it would heat up somewhat. You could adjust the top or the bottom of the mattress ( such as in a hospital setting kind of way) catering to the individual needs of the occupant.","usable","BIONIC_RADAR"
"f06c3ea0577b40b4bb99bef56d615ef0","You could line the inside of book jackets with this. It might contain relevant information and video or photos about the book. Maybe if it had wifi connectivity or bluetooth, the info on the fabric could be updated as new information is available. ","usable","FABRIC_DISPLAY"
"a96866bcdf774f4283d2647d30fdc0cb","You could use the technology to monitor every person's facial features and such when they walk into a bank. This is to make sure there are less bank robberies and easy ways to catch them if it ever happened. It would discourage robbers from robbing banks especially if there was a sign stating they have this technology implemented. That would make the bank much safer feeling to the tellers and the clients. Not to mention protect the bank's assets, it would either stop the thieves from doing any harm or catch them faster.","usable","BIONIC_RADAR"
"42291c244c194016abe2ac55230099e9","The technology could be used in school classrooms, every kid would be better assessed as far as their strong and weak points giving the teacher proper analyses of how and what they need to do to improve individuality in child's educational needs at school. Desks would have something on them to help make the technology work.","usable","BIONIC_RADAR"
"011f8fcf7aff425b9887484b8960cb9f","Your pets health is going to improve once you have them enter an area where it can tell you how they are feeling. Animals can't talk so why not let this technology talk for them, and hope for better care for your animals. Have the pet's health recognized as it really is with no guessing. Your pet deserves the best care just like a family member. This would ensure a healthier pet and happy pet owner.","usable","BIONIC_RADAR"
"4835a96630af48cda4923782042c4138","tHIS TECHNOLOGY COULD BE USED TO IDENTIFY CRIMINALS ON VIDEO SURVILLENCE. THE MOVEMENT CAN BE COMPARED TO DETAINED IMMATES AND SUSPECTS","usable","BIONIC_RADAR"
"5076f75a45bb4772b76d7ee142052ea0","THIS TECHNOLOGY COULD BE USED AS A HOLOGRAM TO TEACH DANCERS WHO WANT TO LEARN OR IMPROVE. THE MOVEMENTS CAN BE COPIED FROM ELITE PROFFESONAL DANCERS AND TAUGHT TO DANCE STUDENTS.","usable","BIONIC_RADAR"
"1955db153cbf419082b69592d2a03aeb","You could have an app connected to cameras that you set up in your house to analyze your daily activity and give you fitness advice using the technology. ","usable","BIONIC_RADAR"
"a8156f3c28584abfba3066b2d612d681","A parent could use this for monitoring their children outside or in their playroom, with a vibrating wrist band or something that buzzes whenever the technology detects something out of the norm.","usable","BIONIC_RADAR"
"e4f471707c47468abdd857f1ec4e9d29","Analyzes child's sports practice in the backyard to offer tips for improvement. ","usable","BIONIC_RADAR"
"26243186762e42ce997ac1bbac43b019","Analyzes the movements and habits of a person and suggests fashion tailored to their personal lifestyle.","usable","BIONIC_RADAR"
"b06124b029394f679777361d66bb56d2","Monitors pets when owners are out of the house, and detects any inappropriate or dangerous behavior changes.","usable","BIONIC_RADAR"
"e31d4473d24a4db38d3877a4d9a18196","Analyze plants in a garden to offer the gardener specific advice to improve growth.","usable","BIONIC_RADAR"
"870286ebc7094759adbfc51bdf5ee7c0","Analyze mess in a house to offer user information and tips regarding their organizational pitfalls and potential for improvement. ","usable","BIONIC_RADAR"
"8d7ffb0c9a054cb48b520c09d1f82d14","Analyze food as the user cooks, to offer real time advice to improve the texture, shape, doneness, seasoning, etc. ","usable","BIONIC_RADAR"
"52e81ee0f1f641ad813ee95ba32f3be3","Analyzes items in the pantry or fridge to detect when a specific item is running low.","usable","BIONIC_RADAR"
"b4d373b530b74cedb7729dc9cfd260af","A device for analyzing professional athletes to improve their performance. ","usable","BIONIC_RADAR"
"156663a599504793ac32dcac16f86dcb","An app that scans your room and tells you how the room could be more efficiently or stylishly arranged. ","usable","BIONIC_RADAR"
"8ba967473a984ac8a07d288789c1433f","Analyzes hair or makeup to offer tips for improving it's quality. ","usable","BIONIC_RADAR"
"cdbacb9f50204113a77f007f1bb59fec","Analyze all of the items you own and how often you use each of them, to offer advice when something should be donated due to lack of usage. ","usable","BIONIC_RADAR"
"a08eaacbb764495aa83ba98554696252","A technology for analyzing prominent sources of environmental damage in any given space.","usable","BIONIC_RADAR"
"8efec99f9d064876ba3460d45b12dd31","Analyze behavior of fish to try to give hints for their current status or needs. ","usable","BIONIC_RADAR"
"b7891c2108d8472fb01f2c3c59dded6c","Make a simply fabric children's pop up tent, that can be customized to all sorts of scenes, such as a gingerbread house that can be interacted with by moving the candy decorations. ","usable","FABRIC_DISPLAY"
"69747bcbce9c41978b3e566b24778562","Make a tee shirt that can be signed with just finger touch on the last day of school for kids to wear. ","usable","FABRIC_DISPLAY"
"9f939e5759a04014a028a43ebd794ba9","Make custom designed family reunion, work retreat, team sporting event, etc event tee shirts without needing to rely on a professional's equipment. ","usable","FABRIC_DISPLAY"
"6c754fc5edd8467d80c000e1658b7301","Make a fancy prom dress that can be decorated with custom designs. ","usable","FABRIC_DISPLAY"
"42e3ce5439d545fdbe9e0bafc0755654","Make a throw pillow that can display family images for a simple gift.","usable","FABRIC_DISPLAY"
"e5e56f8f600c40d186d926a51d0c0e21","An entertainment product that allows you to watch movies on a small, portable, soft and malleable pillow of sorts that can be propped in a bed or in the car in any way that's comfy for you.","usable","FABRIC_DISPLAY"
"a071a641728a4b77927d099bbfeba82c","A pair of shoes that change images in the user's desired pattern as the user takes steps. ","usable","FABRIC_DISPLAY"
"b832acfd80b74ebe891fa36638a2b1a5","A cute jacket or shirt that changes to a pretty glowing color whenever the wearer is hugged. ","usable","FABRIC_DISPLAY"
"b4d6fa01fa574aee8ea7ad0ae81936aa","Funny joke tee shirts with popular meme GIFs printed on them. ","usable","FABRIC_DISPLAY"
"7d27062abda44f349c2d2f576c8def5d","Cool artistic, fashiony shirts with aesthetic scenes happening live on them. ","usable","FABRIC_DISPLAY"
"477d653058564e8484c094944aead179","A girl's doll, that comes in various sizes from barbie to life size, with customizable hair, makeup and outfits that are designed with touch.","usable","FABRIC_DISPLAY"
"0ccf057a984c4dac9b1c491b1c071eb9","A blanket that has soothing scenes like moving stars, slow waves, falling leaves, fireflies, etc, playing on them.","usable","FABRIC_DISPLAY"
"1061bc51880a42bfaa178f3ebf5cda6e","A cool baseball cap that displays an array of funny moving icons that are shuffled through by touching. ","usable","FABRIC_DISPLAY"
"9ceab32e39654c339c7d82ab1cdc313b","A tapestry that can be hung on the wall to make diy art or download cool backgrounds or art patterns online. ","usable","FABRIC_DISPLAY"
"bbe5a9ab288444a59b52c520f1965433","A bed spread that has cute patterns like polka dots, stripes, etc that can be played with and adjusted for fun. ","usable","FABRIC_DISPLAY"
"e695b6e250574ebe841931134a568709","Bath towels that have cute water droplet animations on them whenever they are wet. ","usable","FABRIC_DISPLAY"
"a5bd55f694764349bb2b5fc700d58404","A projector sheet with the video playing ability built into the sheet, no setup needed beyond hanging the sheet.","usable","FABRIC_DISPLAY"
"db4f24ff05934e94a414b01ad075eb45","A tent for camping that has a simple tv inside for watching movies or playing music or whatever at night. ","usable","FABRIC_DISPLAY"
"88f12b91f8f34501b8817370e4bf9c5a","fabric sleeves that fit over car seats so that children can view movies on the backs of the front seats","usable","FABRIC_DISPLAY"
"cad87955e6bf4da58d95dc89ff62a39e","beautiful occasion cards made with the fabric and other nicely textured appliques and stuff, that play little custom videos or other messages or jokes","usable","FABRIC_DISPLAY"
"a878e3031db14480850e692d207397c4","gift stuffed animals for parties or showers or whatever that can display custom made videos or picture slideshows","usable","FABRIC_DISPLAY"
"73be0538f43d40dca972e24c42f082e0","canvas tote bags that kids can use for traveling, that have interactive games that the child can play on the surface of the bag whenever travel is boring","usable","FABRIC_DISPLAY"
"2d2dcca5e07c4aa7922977333f0c0d84","a baby blanket that can detect when baby is sleeping deeply or waking up to display visual cues for the parent ahead of time","usable","FABRIC_DISPLAY"
"09c3503f15484d7784ed58a6c8fd3308","shirts sold to concert or other event goers intended for gathering autographs with","usable","FABRIC_DISPLAY"
"bce0f2053ffe41bb99e8c684c2f74b0b","an autograph shirt or coat or bag for taking to a disney park","usable","FABRIC_DISPLAY"
"fa7bcd80476f447db447f4cb099ca365","The first thing that grabs me about this idea is Military use.  It can be used to track targets for drone aiming and follow them anywhere in the field of vision. The technology can tell if the target is injured and project time/distance traveling.","usable","BIONIC_RADAR"
"befc763775b2496eba611292967ae72d","Can be used to help the elderly. The ""eye"" or technology could determine if an elder person is injured or requires medical assistance or even predict and prevent a fall that could lead to serious complications.","usable","BIONIC_RADAR"
"1a50f533912d4400893147b0a31a95e5","This technology could be used in a VR headset to track objects and people in a room so you don't bump into anything. The level design of the game would constantly change to our environment so what you see is there in real life too. thats actually a good idea....","usable","BIONIC_RADAR"
"a3e8497426a04c39a5436a2cb2901142","I live in Vegas and i was thinking this could be used to find and track criminals in casinos easier. Maybe some type of interface with the police force would notify if they are wounded or not or passed by a certain area and changed cloths etc. It could give them an up to date exact image of the person, their cloths etc. It could also catch people that are wanted in crowds or known terrorists and notify the police.","usable","BIONIC_RADAR"
"80f58e0ad64b4e05b54e7d467006e5ff","It could be used in Drove technology to make the Drove auto follow a person around. That why they don't have to hold their phone to record footage the drone just follows them where ever they go.","usable","BIONIC_RADAR"
"6f386e1da26f4d04b35b34c3cf68d701","The mating patterns of owls and the good areas in which to place owl boxes.","usable","BIONIC_RADAR"
"5568789ac189458cb31f252dbe7d382d","The right line of sight to place a dish for TV.","usable","BIONIC_RADAR"
"84b5dda278034257a0fe5128bc85c25d","Putting a tracker on children so that there children can make sure they are taking their appropriate school route.","usable","BIONIC_RADAR"
"eb68cf5f4b9c4204962ade4afabf420b","This could be used for a blank, You could put your child's favorite super hero on the blanket or some other design.","usable","FABRIC_DISPLAY"
"5081209bfe2b4a988fa823f33781ae7d","Car lane control to watch traffic patterns.","usable","BIONIC_RADAR"
"b580c7e8f1a6434d933eba5c1674c653","This tech could be used for Drapes on a window. It could be used to project a summer day when its raining outside or some other funny custom imagine .","usable","FABRIC_DISPLAY"
"ec45fbe95b7248c4b584ef7038f1a9c7","Placing it on an airplane to make sure that the plane is on the right path.","usable","BIONIC_RADAR"
"2d5cdf546ba3491390228336ee7e9bd4","placing it along hiking trails to make sure that no one has gotten off of the trail in a place they shouldn't have.","usable","BIONIC_RADAR"
"4d878b0e3a124aaa850325922663904c","Can but made into full body suit and with the help of a small camera attached to the suit it could mirror the surrounding area to make you look invisible. This could be used to military use.","usable","FABRIC_DISPLAY"
"ecbb2c01c39447ee9f07a3afd2b85088","placing it on marathon runners to monitor their races.","usable","BIONIC_RADAR"
"b4494aba2b4d478d8a19b3cc2084c99f","placing it on shoppers to see how long they stay in a store.","usable","BIONIC_RADAR"
"43bb5f3d2e3b4645a4c7e261a08e908d","placing it on a pet instead of a chip to monitor their actions and where abouts.","usable","BIONIC_RADAR"
"c36f76a99e134039847ff9e00b3f9dde","placing it on a whale to see what pod it belongs to.","usable","BIONIC_RADAR"
"53824b224dd0459cb14590d798b4ebf7","This could be used to make some type of Touched based games on your clothing. Like playing the first level of Mario Bros on your 2 Shirt.","usable","FABRIC_DISPLAY"
"7422e5d484df421884a534b640a51801","placing it on sealions to see where they are during different seasons","usable","BIONIC_RADAR"
"cd5c703e9d9a4700b7e3ffc5f3a8a9e6","placing it on a boat to monitor if it goes off course.","usable","BIONIC_RADAR"
"cf1f69146e854dc4bea35860277e169e","This could be used for interactive advertising. Something like a soda brand that displays a soda and when you touch the top of the can it opens and soda comes out. Things like that","usable","FABRIC_DISPLAY"
"2fd5694a48d34f18a95348d8244b5a39","placing it on the arm of a bowler to determine what the correct motion of a strike is.","usable","BIONIC_RADAR"
"2beb71ff5d814051bd3dab8766bbb621","placing it on a football player to see if they are acting in an odd fashion and need to come out of the game","usable","BIONIC_RADAR"
"0ca4d96b98324f4ba15cee295353b9a6","With a the addition of a wifi receiver on the fabric you could use this tech to stream media to your t Shirt or play videos on it. projecting the imagine on tons of peoples T shirts at the same time.","usable","FABRIC_DISPLAY"
"91d17d31270a41c48894eb7c827fb814","place it on the arm of a basketball player during free throws to see the correct angle to make the shot.","usable","BIONIC_RADAR"
"8ece56472136445e918c4da13dc0824e","an advertisement where the wearer get's paid.","usable","FABRIC_DISPLAY"
"4500b6c71ed6491fa0736d3e0d4252ac","This tech would be perfect for Halloween costumes. You could look like you were wearing the same shirt and pants as say batman or superman or even your favorite movie star. You could change your costume instantly if you wanted.","usable","FABRIC_DISPLAY"
"30b4a120349c4934b5ad9f7871611629","a lot child or lost person on a t-shirt.","usable","FABRIC_DISPLAY"
"b5d5005e46924e129ae4be590eb1a195","A throw blanket with rotating picture images.","usable","FABRIC_DISPLAY"
"e27621dca3c041c195a0bd258dc3ac97","an instruction manual for a mechanic who is working under a car.","usable","FABRIC_DISPLAY"
"74ec54cbf56245278ba31879e91fa115","A large sky image for home fireworks during holidays that would be safe.","usable","FABRIC_DISPLAY"
"9cbd4a500f8b4194be65d0bcf1b1b6af","bland sheets that change patterns and colors.","usable","FABRIC_DISPLAY"
"ffa9ffb0da8443daa7e8442f580d4243","The tech could be applied to the back of your smartphone and you could walk around with your favorite meme or picture on the back of your phone . Or play a Gif of a cat playing a keyboard.","usable","FABRIC_DISPLAY"
"6de0b70ec7b844edb00fef58258be0ea","The sheets (previous suggestion) could either warm or cool the bed depending on season.","usable","FABRIC_DISPLAY"
"59ecb4c227054c189bdb077b633acaf6","This tech could be applied to cloths to make overweight people look skinnier. Like those infomercial tighteners or even give someone a full 6 pack of abs. or just compliment the form a bit.","usable","FABRIC_DISPLAY"
"362fe77435424bb78a181a0f8b0edc2d","A large screen touch system for people who need that, such as the mentally disabled. ","usable","FABRIC_DISPLAY"
"fec6b0f3b92646c993ea75f4e3a64cab","A night in the park on a large video screen display.","usable","FABRIC_DISPLAY"
"0fb2e3cdb3ae4dc29540be6db44c2f91","The back window of an RV that advertises fast food restaurants. ","usable","FABRIC_DISPLAY"
"6f2ec9977d67489f921eb4694d2f2062","Could be used on road signs and hooked up to a wifi receiver to direct Traffic during storms or notify of a flash flood in the area or even just the temperature of the day with an advertisement.","usable","FABRIC_DISPLAY"
"ea7c74052e9b447ebbbcd37008514120","A hat that could display different messages.","usable","FABRIC_DISPLAY"
"c42ffd43895a407a815bcbec73e80cc0","A video game where people play on the person's shirt in front of them.","usable","FABRIC_DISPLAY"
"6f8ff8d20265410287e6d84b1f0a9992","A dog collar that displays the phone number of the owner.","usable","FABRIC_DISPLAY"
"cab42390b9374f61bbbc3e60586e39da","Car seat covers that display the time and temperature and allow the owner to set things from their arm rest. ","usable","FABRIC_DISPLAY"
"ce619c9c51564e5a88687b9ce78ac3f2","A pets bandanna that activates when they have gotten a certain distance from their home telling anyone to take them back. ","usable","FABRIC_DISPLAY"
"1cdf79a3f1e3467287ea4836e3d8339f","A flag that will be placed on Mars (when we land of course) that scrolls through a lot of information for whoever finds the flag, such as year it was planted, where earth is located, and that we come in peace.","usable","FABRIC_DISPLAY"
"22052434611346799a513285aa81835a","A car cover that has a built in alarm and tells whoever is lifting it that the police are on their way.","usable","FABRIC_DISPLAY"
"86b777757a94494aa045a9c042983b50","For heart patience a shirt that has built in sensors that tell them if their heart rate has increased or decreased in any way.","usable","FABRIC_DISPLAY"
"1853673d96534ceda9bbfebb5d402970","we could put these devices in running shoe stores where they are used to diagnose running gait and correlate this information to a particular shoe recommendation...i.e. stability, normal, high cushion, stc.","usable","BIONIC_RADAR"
"cfc91ee4c7094d5c86de2ae215eee552","These devices could be used in large public events like skanning the crowds along a marathon route to look for any suspicious activity like what took place at the Boston Marathon finish line a few years ago when the bombing occurred.","usable","BIONIC_RADAR"
"b1116c6806c445cbbc79707075adb1f0","These devices could be used to identify humans from animals at a protective security fence like along the border. ","usable","BIONIC_RADAR"
"e9425e23d278449d988ef2df7ba02abd","Dog and cat owners could analyze the movement patterns of their pets and if all the dog and cat shelters had the technology, they could help reunite lost pets with their owners by matching movement patterns.","usable","BIONIC_RADAR"
"280a22a698eb4c0882ee523f281eba40","It could be used by actors and actresses to make animated characters in movies and tv shows seem more life-like.","usable","BIONIC_RADAR"
"f9b50cd6c1dd4405ac3b5e2a2e523951","Stores could use the technology to track customers based on their unique movements to help improve their business.","usable","BIONIC_RADAR"
"d6098480cd674afb97f46a8b76af38d2","Employers could use the technology to keep track of when employees come to work and when they leave instead of relying on self reporting.","usable","BIONIC_RADAR"
"76779fa9149248878bbb3d8ba3493e08","Online clothing retailers could use it to give their customers a better idea of exactly what they will be purchasing.","usable","FABRIC_DISPLAY"
"ab6d013d899d46d29dc8ef67e4b2795a","Textile companies could use the technology to take high resolutions images and videos of very large rugs that might be difficult for a person with a regular camera.","usable","FABRIC_DISPLAY"
"f79f70a8e49a407e9a65d5651745bde3","You could attach the technology to a piece of carpet in a house or building and be able to get a rough idea of the layout of the room. This could be used by interior designers to save time by not having to sketch out the room layout by hand or computer.","usable","FABRIC_DISPLAY"
"c866142aa3c943619853956466c362ad","I think this would be fantastic for detecting potential burglars","usable","BIONIC_RADAR"
"f98dda8cd3a448d89659fd6e96c8ebc3","A home alarm system that detects movement in the front of the home, but is also able to pick out whether the movement is of a person or not.","usable","BIONIC_RADAR"
"1ce9c95e863d463da74117d513de3fc7","Theaters with large stage curtains could use the technology to see if there is any damage to the curtains. Instead of checking every inch by hand with the use of a ladder, they could just attach the fabric display technology to the curtains and see if the images show any defects.","usable","FABRIC_DISPLAY"
"4872cac317724e42827b9bc578dabbe7","Manufacturing warehouses could use the technology to aid in quality control by making sure every product was made the way it was supposed to look.","usable","FABRIC_DISPLAY"
"42614a6552c547a886d8087b901f28b0","I am thinking it would be similar to, say, tiger cams that can identify tigers based on tiger stripe patters.","usable","BIONIC_RADAR"
"30c8cb62610947a89dbd68f5414a769f","The device could have a variety of uses, like a modern day version of a ""nanny cam""   Place the devices around a house and let it do its thing.  It can send alerts and updates via app.","usable","BIONIC_RADAR"
"cb471150495e49e28ef0e6e839bbeb47","Another approach here could be along the marketing side.  A brick and mortar store can use something like this to gather data on traffic flow and shopping habits.   This would be a data booster to hard sales and an assist with product placement.","usable","BIONIC_RADAR"
"288f938db7244d67b27da4972ec30217","Going beyond this, I can see a ""big brother is watching"" style of approach for this.   The device can be placed in strategic areas and be used to monitor a variety of different parameters.   Is a given movement meant to signal distress?  Is there movement that might signal violent action?  Any defected patterns can simply be sent as an alert to whichever authority is monitoring the devices.","usable","BIONIC_RADAR"
"9dc9bd47ed56402d9f9b0ad5dcf6bca8","A zoo might be a good place for this too.  Monitoring animals, especially in larger spaces and for times when a live cam operator might be cost-prohibitive.","usable","BIONIC_RADAR"
"ab53c2ba52e640c7b2537255676b07aa","From the inspiration, city planning based on gathered data is actually a really good idea.","usable","BIONIC_RADAR"
"1a3245941cd04cc191c56640a8d78bdc","We could set the devices up around supermarkets to track how people decide to purchase food, and related that to how people's eating habits may be changed through supermarket design.","usable","BIONIC_RADAR"
"afcf702079b540368f55312d567e3de7","Could set them up to track how people use parking lots in order to better design them to more efficiently move people in and out.","usable","BIONIC_RADAR"
"ae093597dcf84c1ebfbbc6e69ced810f","The devices could be set up around urban areas that border wooded areas in order to track how wildlife moves in and around cities. The information could be used to plan cities that are friendlier to local wildlife, and inform decisions on how cities deal with their effect on nature around them.","usable","BIONIC_RADAR"
"78b1a1e7d0ab4f2abc439f3c3b2fef00","The devices could be used by footwear companies to test the effects their shoes have on people's strides, and use the information to make more comfortable shoes.","usable","BIONIC_RADAR"
"467ae07418fc450b8be906b5e7cdce90","We could use this technology to get rid of the need for keys to unlock doors. The technology could sense who was trying to enter the home and automatically unlock the door for people who live there, but make sure it remains secure for strangers/intruders.","usable","BIONIC_RADAR"
"968d18155f744896958ba5c8fc80b63a","The tech could be used to create customizable safety clothing for runners and cyclists. Bright warnings could be worn at night for high visibility when running or cycling after dark. Animations could be used for maximum effect in this regard.","usable","FABRIC_DISPLAY"
"1f02ccc815f34ca38a9860cd645bc146","This technology could be used to track migration patterns of different animals, like birds. This could give more insight into changes in migration patterns and potentially give more insight into environmental changes and how different species are evolving.","usable","BIONIC_RADAR"
"d435de7bb70c4f66a4348f45fa9ea45b","People could become walking billboards for companies to advertise products. Clothing could be made to play advertisements at trade shows and conventions, allowing for mobile advertising in areas of high foot traffic.","usable","FABRIC_DISPLAY"
"d54beaa5263a407cabb1886dd9dfd941","This could be used to help with missing persons cases. If the technology knows the movement patterns and can pick a person out of a crowd then it can potentially be used to find a person who has been lost. This could definitely be used if a kid gets lost in a crowd or something like that at a big event.","usable","BIONIC_RADAR"
"405690aa020f462091a5fb982016f4e1","This could be used to make roads more efficient. It could track the patterns of vehicles on motorways. This information could be used to design the most efficient roadways that could reduce traffic as much as possible.","usable","BIONIC_RADAR"
"730cce98efd14b49ac1e6d793237628b","The technology could be used by the tattoo industry to give people a sort of test drive of their tattoo ideas. Tight clothing could be used to display pictures of tattoo ideas in places like the arms and torso, so that people can have a better idea of how their tattoos will look when all is said and done.","usable","FABRIC_DISPLAY"
"55663454aabf4446967244b3dca740bc","This could be used by a safari company that gives tours. It could be used to track the movement pattern of the animals and see where they are at different times of the day and different seasons. Then they could use this to create the best tour schedules that would give the most animal viewings. They could make more profit because they could guarantee seeing the animals and get more clients that way.","usable","BIONIC_RADAR"
"7c76f4d0027649faa50d3d6f6af31551","Tablecloths at restaurants could display the menus. People could swipe through various menus on the touch display and order directly without the need for a waiter or waitress.","usable","FABRIC_DISPLAY"
"375c04a67f2e45b9b5ad08078d7c1694","This could be used by sports coaches to study their teams performance. They could see the movement patterns and where they were functioning well and it what ways they were failing. For example, a football team could use it to build better co-ordination by understanding their movement patterns and it could help them work together more efficiently to become a better team.","usable","BIONIC_RADAR"
"f9871a976f2948298949b51197b2ed38","The technology could be used to create roll-up portable displays that could be connected to a smartphone via bluetooth. People could unroll the display to share what they're watching with others without having to have everyone lean in to watch their phone or tablet.","usable","FABRIC_DISPLAY"
"e84a5cb8c8c84ed4b84264aa3a835132","Display could be used as a sort of virtual window in a door via security camera on the outside. People could simply look through the virtual window on the inside of their door to see who is knocking or ringing the doorbell.","usable","FABRIC_DISPLAY"
"f0c830503c4a42da83937ad1eeabe793","We could use this to monitor the migration pattern of birds.","usable","BIONIC_RADAR"
"ee6c1524920b4c1f84cd8a90550a341e","We could use this to track criminals or suspected criminals.","usable","BIONIC_RADAR"
"0f7fefe0e81042ecb03307643c5e598f","We could use this to analyze traffic patterns.","usable","BIONIC_RADAR"
"b685e436ddf14c28a761e2e88e90bd57","We could use this to monitor recycling vs. trash patterns of people in public places.","usable","BIONIC_RADAR"
"95ddce356bb143d0823a018850869839","We could use this at playgrounds to determine the most and least popular equipment for future parks.","usable","BIONIC_RADAR"
"35bbc77a434d4e17a3f7a805cfced901","We could use this to monitor crime patterns in areas.","usable","BIONIC_RADAR"
"8dbb22028d6445a78b2b3a6b032356a5","We could use this to monitor the stray animal population.","usable","BIONIC_RADAR"
"abb10b15c0cc473dab9433e9243b61bd","We could use this to monitor the homeless population to help find solutions to their issues.","usable","BIONIC_RADAR"
"14b9a5aaee6f4e3d8b18409517debe06","We could use it in office work settings to help schedule lunch and breaks so that common areas aren't over crowded.","usable","BIONIC_RADAR"
"7b10aec6b4e84032b3b07ea35cc92291","We could maybe use this to help people learn how to dance.","usable","BIONIC_RADAR"
