ID,DESCRIPTION,CHALLENGE,STATUS
http://purl.org/innovonto/ideas/chi19s1/62,"A touch display in the restroom on the wall near the toilet so when you are using the toilet, you can browse the internet,",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/172,recipes on the counter,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/390,Smart building that allows you to interact with it.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/173,car maintenance log in the garage,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/391,"Using Microsoft's motion-sensing Kinect, the futuristic technology works on walls, tables and panes of glass. It could help stores display interactive product information after hours, teachers create interactive lessons and architects as they turn a vision into reality.

",TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/174,meeting scheduler next to conference room,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/392,kitchen appliances can be more interactive,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/175,"Display on car door to unlock Display on windshield for speed, temperature Display on clothes to change size, color",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/393,"running track that has a cool display as you run on it, plays music to the beat of footsteps",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/260,An app for touchscreens that predicts which letters are least likely to be typed next and shrinks them,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/176,"Display on stove-top to tell you when food is done
Display on floors to tell you when to clean
Display on shoes to tie laces
",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/394,Electrodes set up around a surface coated with conductive paint are able to measure the voltage differences caused when someone’s finger comes in contact with it.,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/261,"Flip Flops With Interchangeable, Velcro Straps So You Can Switch Your Look Without Buying Multiple Pairs",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/177,Display on the window that can change to be tinted Display on light switch for luminosity,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/262,Group Dating Site So Women Don't Have To Meet Strangers Alon,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/395,super interactive toys,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/178,"Display to rearrange furniture in your home without moving it yourself display on furniture to change color, size, shape display on coffee-table for coaster like protection, news",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/396,robots with interactive skins,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/263,A Washing Machine That Uses Tiny Beads Instead Of Water To Remove Stains,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/130,Put on a bicycle so handle so you could touch it for new maps or gps without having to use a phone which could drop.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/179,Check-in screens outside of restaurants ,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/397,smart homes,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/264,Replacing Annoying CAPTCHA Codes With Advertisements,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/131,Put it on walls in schools to replace chalk boards and make learning more interactive.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/168,touch display appliances,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/386,Great theatrical costume. You can even interact with the audience.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/253,https://www.newidea.com.au/the-block-courtney-and-hans-quit,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/120,"listening to music podcasts, radio",TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/15,A desk with a touch screen over it. You could use it to send email and do work without the clutter of a computer or tablet. ,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/169,an eyeglass case that holds multiple pairs of eyeglasses,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/387,Interactive educational display in museums,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/254, Lamp That Can Read Your Mind - It Turns The Color You're Thinking About,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/121,i would make an auotcleaning option,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/16,"School books with a touchscreen built in, for notes and homework. ",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/255,A Car That Can Drive Through Fires And Temperatures Exceeding 600 Degrees,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/388,Interactive movie theater,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/122,Refrigerators should have this feature to add products to a shopping list. ,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/340,A small travel sized bottle you can spray on maps to make them interactive so you can zoom in and manipulate them.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/13,"A fridge with a touchscreen that tells you what groceries you currently have, along with allowing you to make a list for shopping. ",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/389,"he two products are completely different. Surface is a multi-touch and vision system that uses cameras to sense what is on the table, where it is and what it is doing",TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/256, A Robot Car That Does The Driving For You,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/123,Seats with the feature so you can touch a section and it will adjust accordingly. ,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/341,"If it is not harmful to the skin, this could be applied to one's arm. Then, a person's arm could essentially be a touchpad portal to the internet, without having to use any devices. ",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/14,a touchscreen computer desk with windows operating system,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/257," Don't Google And Read Information, Google And Watch It",TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/124,Back of a smartphone to add additional shortcuts to your phone without turning on the display. ,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/342,A bottle you can spray on the periodic table in chemistry courses so you can select and rearrange compounds for more hands on learning minus the dangerous chemicals.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/19,"Turn a wall into a touchscreen for games. It could be interactive and educational, perfect for home or school. ",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/258, A $150 Wonder Pen With A USB Drive That Records Every Written And Audible Word,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/125,"Restaurant menu, when you see something you want to order you swipe it and the waiting staff will bring it to your table. ",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/343,A temporary multitouch display to extend your screen size while doing a task that needs some extra screen space. ,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/210,"A wall can become a new smart tv or touch capable monitor, you can basically have movie theater screen in your house. ",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/126,A door handle that turns on your lights when you open the door at night. ,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/211,Turn anything into a remote control,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/344,It could be applied to the dash of a car. This could eliminate the need for stereo systems or navigation systems in cars. The dash would completely integrate the interface.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/259, A Double-Sided Peanut Butter Jar So You Can Get Every Last Bit,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/17,A pet food distribution center where the animal can tap the screen and receive a treat or meal. Would allow for healthy regulation and training. ,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/345,"This could be applied to a wall of a home. This would essentially turn the entire wall into a computer, or TV, screen, eliminating the need for televisions. It would also be invisible when not turned on. ",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/212,A door can now have a touch screen lock instead of an actual lock to make the door more secure.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/430,NEW IDEA FOR IMAGINE THAT COULD COATING TURN SURFACE INTO DIFFERENT FEATURES,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/18,You can have a touch screen mirror that gives you recommended fashion styles ,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/127,A wall that will allow children to draw without damaging the wall. ,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/213,you can change the temp on your old dumb fridge more easily without having to open the door at all.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/346,"A spray for text books and reading material, letting you select, copy, save, and highlight specific text with your finger tips. ",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/431,"The Internet is not merely connecting computers together for the benefit of humans; it’s connecting humans together to reinvent labor. This opens terrific opportunities along with real worries. Soon we’ll have to question whether an earnest-looking group of protesters with hand-lettered signs is genuine or simply rapidly convened as a paid flash mob: a crowdsourced crowd. We’ll be able to one-click shop for cheering throngs or protests at a particular location on a moment’s notice, indistinguishable from genuine collective sentiment. A house can be surveilled and a spouse tailed because an online bounty has been put out for anyone nearby to take a photo of the building at a particular address, or to “follow that car.”",TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/55,Put it on a large sheet of flexible plastic to have a tablet that you can roll up,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/128,Cabinets that will show you how many dishes are currently clean ready for use. ,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/214,Make a keyboard on your desk surface,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/432,"On traditional roller coasters, your weight is centered over the wheels, but two new coasters — the X Flight at Six Flags Great America and Dollywood’s Wild Eagle — have you hanging off the side of the track, dangling in midair. It’s kind of like you’re sitting on the wings of a plane. The Swiss company Bolliger & Mabillard had to completely reimagine the seat design to handle the stress caused by the differently distributed weight. Cora Currier",TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/56,On a window to allow you to view a better landscape if you don't like your real view,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/129,On tables at restaurants so the menu is always availalbe to view.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/347,A multitouch display beside the chopping board in the kitchen which can be used to display a recipe on the go. ,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/433,"you can leave a note on some money that you are paying someone with about what you would like to tip them like if you are in a restaruant
",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/300,"You could make your front door (or any door) open-able using various methods from a simple symbol lock system, to a more complex set of button presses. ",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/53,Use it on a car to make an easily changeable paint job,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/348,"This could be applied to a floor. This would allow certain types of apps that could be operated with one's foot. Games, exercise programs, and things of that nature could be applied. ",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/215,two sided smart phone,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/301,Apply to baby strollers so you can browse while working out. ,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/434,Some of the systems can turn the displays from that into touch display.,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/54,Put it on a wall to create the world's flattest television,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/349,"This could be applied to kitchen countertops. Then, a cook could use the internet to look up recipes and access tutorials on how to cook things hands free without leaving the kitchen. ",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/216,You can use a touch display on your wall to watch surveillance cameras and control them.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/302,Apply it on patio tables for browsing outdoors. ,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/11,Your coffee table is a touch screen tablet ,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/217,"Put on a shirt so you can change the graphic on it, or even have moving pictures playing",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/59,I think it would be a great idea for a touch screen oven/stove.  The reason I feel this would be a great addition is because it could help a lot of people with disabilities and help others that would like to cook but are afraid of being around the hot pieces of cookware.  This would essentially be a picture and your stove would be behind it.  You could just touch the items that you want to use and the heat you want to put it at to cook it.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/435,"you could make board games interactive like monopoly instead of using the typical hard board and paper money you could make the whole thing digital and use your kitchen table or coffee table
",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/12,"A car would be great for this. You could touch your steering wheel and get information on the health of the car, fluid levels, and tire pressure. ",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/218,you can put on the backside of your phone to make a double screen phone and very unwieldy to hold. ,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/303,Apply to suitcases for browsing while traveling.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/436,Gadgets gave something about the display so we can access the display  that one can make touch display.,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/57,On clothing to create fantastic moving designs,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/219,"On the steering wheel face, for things like song changing, gps",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/437,"You could coat a coffee table with the touch display on the top. You could use this to display a TV channel guide
",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/304,Apply to swing sets or play yard equipment for browsing out of doors. ,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/58,On kitchen cabinets and it could display what's inside without opening them,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/10,You can turn your bedroom wall into a touchscreen TV,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/305,You could put a touch screen on the arm of a chair and be able to use your computer without getting up. ,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/438,"you could make board games interactive like monopoly instead of using the typical hard board and paper money you could make the whole thing digital and use your kitchen table or coffee table
",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/70,A touchscreen in the home so you can lock the whole house and set the temperature as you leave.  This would be good as you leave for work or even if you went on vacation it can turn on and off lights at certain times.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/209,Bathroom doors that can tell you if they're occupied,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/427,"Plastic frames were tried back in the ’90s, but they were too heavy. The materials and technology have improved. Thermoplastics are cheap and practically impervious to the elements.",TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/71,A touch screen restaurant where you can order without having to interact with workers.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/428,"it can be used on walls as TV, Computer screens",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/429,I have a new idea to develop a bluetooth pendrive so that we can transfer files between pendrives through bluetooth,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/75,Touch screen doors to the house.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/290,"you could have a section of the countertop in the kitchen where you could just use your finger to write a grocery list
",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/76,Toilet paper dispenser can have a touch screen alerting a robot to bring you more if the dispenser is empty. ,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/72,Thermostat that can be changed without the use of a dial or buttons. ,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/291,"A hotel room with a touch display coated wall connected to a camera located in a nearby scenic area
",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/73,"Monitors could become touch screens, improving the desktop computing experience. ",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/292,"a window pane in the transom at your front door could be used to enter security codes to arm/disarm the alarm and unlock doors
",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/74,Tables can have smart home functionality for taking actions from a couch or other sitting position. ,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/160,Make it so each board in a certain area will all display the same thing so you can all leave each other notes.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/294,"You could coat a small ball of some kind to turn it into a touch display where you double tap to activate it. Once activated
",TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/161,Connecting it to your phone so you can upload pictures to it.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/295,"you could have a section of the countertop in the kitchen where you could just use your finger to write a grocery list
",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/162,can turn vending machines into touch machines.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/380,Use it on magazines to make article information clickable.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/296,"A mirror that can display information like time, date, weather, and calendar events while still showing your reflection.",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/163,A painting that can change and has a lot of samples on it and you can hang it on your wall.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/381,A auto cleaning vaccum cleaner can be made out of it for sure,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/164,can make floors and walls touch with options.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/382,Use it on car paint so you can unlock with your fingerprint or code.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/165,can make toilets touch capable.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/383,A home switch box control can be made,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/250,Hamish and Andy’s outrageous new revelation about ‘appendicitis faker’ ,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/299,"Apply it on a wall for extra browsing space in an office. 
",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/166,"my idea is for a truly indestructible dog toy that has a squeaker inside.  the toy needs to be flexible enough to make the squeaker work, but not so pliable that it can be easily chewed",TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/384,I would choose the gadget that would be helpful to create into anything like touch display.,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/251,Captured on film: the moment Prince Charles turned on Diana forever,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/167,a drop-down menu I can apply to any program at any time. The menu would contain frequently typed items missed or misunderstood by auto-fill,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/385,I would choose products and assemble or make to all the surface into a touch display type. Because that have some of features in the products.,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/252,Australian golfer Jarrod Lyle dies after long battle with cancer,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/289,"you could turn a blank wall into a pc gamers dream monitor and make it so that if you held a special game weapon you could play CoD or that sort of game interactively and make it feel as if you were actually there
",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/156,Putting one on a treadmill so you can have something to do when exercising.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/374,Touch displays can be added to the side of headphones in order to get more fine tuned selection of options as opposed to either physical buttons or being forced to use the host device. ,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/241,Toy that is a like a rubik's cube but the sides are all touch displays.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/27,A window where you can control how much light gets in by swiping,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/157,Can turn a stove into a touch stove.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/242,Glasses you could touch to adjust light blocking abilities.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/375,A out of the box door lock system along with inside the house locker system can be done with great uses for sure,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/28,A panel that controls all of the house's lights and temperature by swiping,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/158,A table covered so you can touch remote.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/376,Walls that can be any color or pattern.,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/243,Captured on film: the moment Prince Charles turned on Diana forever,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/110,Be able to write on the wall and turn it into a window that can see everything in your town.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/25,A car dashboard that you can control all of your cars settings from,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/159,Can turn a blackboard or a map into touch objects controlling them.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/377,use it with a webcam in another room to paint a hole through the wall so you can see.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/244,Australian golfer Jarrod Lyle dies after long battle with cancer,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/111,A touchscreen on my bookcase. I have a bookcase that is partially enclosed. It would be great to be able to keep track of what books are there and where they are. ,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/26,A wall in the bedroom that displays pictures all of your clothes to help you create outfits,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/378,A auto toilet system can be made out of it for sure,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/245,‘New woman’: Brynne Edelsten's epic transformation photo,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/112,"A touchscreen right inside my door that allows me to operate all of the lights, and electronics in my home.",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/330,On the kitchen counter. You could have a section where you could always bring up recipes and instructions. ,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/246,Edwina Bartholomew's Drought Diary,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/379,A cool hightech pen can me made out of it for sure,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/113,If you could reapply the coating to an actual touch screen and it would create a gravitational vortex that ripped the whole universe asunder as if telling you that you cannot combine what is with what is not,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/331,On your front door. Anyone can leave you a note if they missed you. ,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/247,Sam and Tara ‘violence’ scandal: The shocking latest chapter,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/114,"Imagine a land where if you could touch it it would turn into a substance and that substance would infinitely loop back into a touch screen, an endless recursion where you attempt to escape but you must touch it and it will then force you to be untouched forcing you to touch again. ",TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/29,An alarm clock that is built into the side of the bed and you can snooze by tapping it,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/115,"I would put this coating on my hand, so I can carry it anywhere I go and do stuff I want",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/200,Turn the entrances of sports stadiums into fingerprint required areas.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/248,The Wiggles Emma Watkins announces exciting news,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/334,the sidelight window next to a front door could have a touchpanel keypad for keyless entry,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/201,a printer that works by touchscreen and can make any product instantly.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/67,A touch screen display in the garage tool bench so you can watch videos on repair or fix something. ,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/249,Stylish Princess Mary stuns at fashion show,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/116,Put this coating on window glasses so that I can change the color of it and make it colorful,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/335,your desktop could be a touchpad for your computer,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/202,Use the kitchen counter in a home to order food items.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/420,"You could use the coating on the front of back of books that indicate the page numbers of important passages or when you starting reading the point or it could have a timer that shows each time you starting and stopped reading the book. The coating would allow you to take notes that would always be with the book when you carry it around
",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/68,Doors that can automatically lock themselves through the use of a touch display. ,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/20,Replace whiteboards and chalkboards in schools with this technology. Teachers could use it for lessons and make it interactive for the students.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/117,put this coating on fridge door so that whenever touching I can see what is inside the fridge without opening it,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/203,making all walls touchscreen so you can call or text someone without a phone,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/421,"This 15-minute shampoo treatment begins when you lean your head back into a machine that looks like a sink at the salon. First it maps your scalp, then it shoots streams of warm water and foam shampoo from its 28 nozzles before 24 silicone “fingers” work up a lather. One conditioning mist, scalp massage and light blow-dry later, you’re done. Nathaniel Penn",TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/65,Put the touchscreen coating on a window or door to tell you the weather outside and the forecast for the day.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/118,"With that technology , you could make temp controls bathrooms. You could convert any tv or computer into an interactive device. You could even have interactive menus at movie theaters and restaurants. There are so many applications for this, all appliances could pre made with  or made to be compatible with this coating. You could corner a market.",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/336,refrigerator door could have keyboard for adding items to a grocery list,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/422,"Clothes that could tell you the weather
",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/66,A touchscreen for the bathroom to regulate the water temperature in the shower and also be used as a radio or television.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/119,"a gps tracking device to find it
a vibration system",TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/204,A microwave or fridge that will make what ever food you want by simply touching it.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/337,coffee table could have remote control built in,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/423,I have a new idea about designing a foldable smartphone with qled display and infinity edge to edge screen,TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/23,Interactive tables,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/338,drafting desk,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/205,"Interactive picture that would display art from a particular artist, say a picture that displays Dali.",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/24,Full room displays,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/339,A fully interactive tabletop. This could be used for gaming or just having a large work area with multiple windows. ,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/206,It can be used on the refrigerator to keep track of what is in and to list things that need to be purchased or purchase thing as needed.,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/424,"you can apply it on a guitar to regulate volume, tone and maybe even sound effects like echo, reverb, etc.",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/69,A refrigerator that can bring items to the front based on requests made on a touch display. ,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/21,A more interactive smartwatch,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/207,"Spray the coating on the bathroom wall to adjust the water temperature and water pressure and to put music, podcast, news, or audiobooks to listen while you shower.",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/425,"Your spandex can now subtly nag you to work out. A Finnish company, Myontec, recently began marketing underwear embedded with electromyographic sensors that tell you how hard you’re working your quadriceps, hamstring and gluteus muscles. It then sends that data to a computer for analysis. Although the skintight shorts are being marketed to athletes and coaches, they could be useful for the deskbound. The hope, according to Arto Pesola, who is working on an advanced version of the sensors, is that when you see data telling you just how inert you really are, you’ll be inspired to lead a less sedentary life. Gretchen Reynolds",TCO,unusable
http://purl.org/innovonto/ideas/chi19s1/22,Smart clothes,TCO,usable
http://purl.org/innovonto/ideas/chi19s1/208,"You can use the area on your desk where the keyboard goes and instead of the keyboard, the area itself can become a touch screen keyboard.",TCO,usable
http://purl.org/innovonto/ideas/chi19s1/426,"a floor touch screen where you spray on the floor and it tells you how many foot steps there has been in that room on that day along with the weather and the amount of cleaning needed for the day on that floor.
",TCO,usable
